Name,University,Course,Year,Season,Status,GRE_SCORE,Eng_test,Test_score,Undergrad_score,Undergrad_score_Metric,work_ex (Months)
Mesram,University of Texas at Arlington,Management Information System,2018,Fall,Applied,297,IELTS,6.5,7.63,CGPA,29
AishDubey,University of Texas at Arlington,Management Information System,2018,Fall,Applied,297,TOEFL,0,7.56,CGPA,3
Twinkle02,University of Texas at Arlington,Management Information System,2018,Fall,Applied,294,IELTS,7.5,0.6,%,7
vipul955,University of Texas at Arlington,Management Information System,2018,Fall,Applied,305,TOEFL,0,0.74,%,3
shreeya17,University of Texas at Arlington,Management Information System,2018,Fall,Applied,300,TOEFL,92,0.72,%,44
sudhir rai,University of Texas at Arlington,Management Information System,2018,Fall,Applied,306,IELTS,7,0.72,%,48
darshan bhansali,University of Texas at Arlington,Management Information System,2018,Fall,Applied,301,TOEFL,92,0.62,%,5
amansingh007,University of Texas at Arlington,Management Information System,2018,Fall,Applied,292,TOEFL,89,7.13,CGPA,38
sau1404,University of Texas at Arlington,Management Information System,2018,Fall,Applied,292,TOEFL,87,0.61,%,18
HarshaSannapaneni,University of Texas at Arlington,Management Information System,2018,Fall,Applied,295,IELTS,6.5,7.4,CGPA,24
Geethu93,University of Texas at Arlington,Management Information System,2018,Fall,Admit, ,TOEFL,110,7.5,CGPA,16
Prateeksha1,University of Texas at Arlington,Management Information System,2018,Fall,Admit,299,TOEFL,94,0.77,%,46
reynuca,University of Texas at Arlington,Management Information System,2018,Fall,Admit,304,TOEFL,99,0.57,%,6
AishwaryaPV,University of Texas at Arlington,Management Information System,2018,Fall,Admit,301,TOEFL,91,0.58,%,40
yashhhhh,University of Texas at Arlington,Management Information System,2018,Fall,Admit,298,TOEFL,91,5.39,CGPA,3
vishalraju,University of Texas at Arlington,Management Information System,2018,Fall,Admit,297,TOEFL,88,0.6,%,0
niteshnm,University of Texas at Arlington,Management Information System,2018,Fall,Admit,310,TOEFL,115,0.72,%,48
Ajit-Kumar,University of Texas at Arlington,Management Information System,2018,Fall,Admit,303,TOEFL,81,0.75,%,37
shubhm,University of Texas at Arlington,Management Information System,2018,Fall,Admit,307,TOEFL,0,0.74,%,15
ashmarine,University of Texas at Arlington,Management Information System,2018,Fall,Admit,298,TOEFL,0,0.7,%,5
bharathreddii,University of Texas at Arlington,Management Information System,2018,Fall,Admit,305,TOEFL,104,6.24,CGPA,0
Rohan14,University of Texas at Arlington,Management Information System,2018,Fall,Admit,310,TOEFL,96,0.69,%,41
yameen,University of Texas at Arlington,Management Information System,2018,Fall,Admit,296,IELTS,6.5,7.95,CGPA,19
pawmus,University of Texas at Arlington,Management Information System,2018,Fall,Admit,313,TOEFL,99,8.52,CGPA,49
VivekShakya,University of Texas at Arlington,Management Information System,2018,Fall,Admit,310,TOEFL,102,0.59,%,53
Aayushbaid,University of Texas at Arlington,Management Information System,2018,Fall,Admit,299,TOEFL,105,0.78,%,2
drish1234,University of Texas at Arlington,Management Information System,2018,Fall,Admit,300,TOEFL,92,6,CGPA,12
sankalp2610,University of Texas at Arlington,Management Information System,2018,Fall,Admit,306,TOEFL,99,0.74,%,0
Raja1119,University of Texas at Arlington,Management Information System,2018,Fall,Admit,304,TOEFL,87,0.75,%,32
ChinmayArolkar,University of Texas at Arlington,Management Information System,2018,Fall,Reject,298,TOEFL,82,6.22,CGPA,0
hjhimanshujoshi529,University of Texas at Arlington,Management Information System,2017,Fall,Reject,302,TOEFL,102,5.6,CGPA,8
dakshgupta,University of Texas at Arlington,Management Information System,2017,Fall,Reject,310,TOEFL,0,7.3,CGPA,2
pahuja081,University of Texas at Arlington,Management Information System,2018,Fall,Reject, ,TOEFL,93,0.62,%,45
AdityaShri1995,University of Texas at Arlington,Management Information System,2018,Fall,Reject,296,TOEFL,90,5.67,CGPA,8
Cherish,University of Texas at Arlington,Management Information System,2018,Fall,Reject,294,TOEFL,87,0.69,%,25
Rushikesh420,University of Texas at Arlington,Management Information System,2018,Fall,Reject,298,TOEFL,0,0.57,%,6
ramana411,University of Texas at Arlington,Management Information System,2018,Fall,Reject,304,IELTS,6.5,0.68,%,47
manvi07,University of Texas at Arlington,Management Information System,2018,Fall,Reject,292,IELTS,6.5,0.66,%,7
Monish77,University of Texas at Arlington,Management Information System,2018,Fall,Reject,289,IELTS,7.5,0.64,%,9
Akkshayy,University of Texas at Arlington,Management Information System,2018,Fall,Reject,292,TOEFL,85,6.53,CGPA,9
gumiho,University of Texas at Arlington,Management Information System,2018,Spring,Reject,289,IELTS,7,0.79,%,24
Tejas S,University of Texas at Arlington,Management Information System,2018,Spring,Reject,291,IELTS,6.5,0.6,%,7
anusha0998,University of Texas at Arlington,Management Information System,2018,Spring,Reject,297,IELTS,6,0.59,%,12
memrunmayee,University of Texas at Arlington,Management Information System,2018,Spring,Reject,288,TOEFL,94,7.15,CGPA,0
ballog25,University of Texas at Arlington,Management Information System,2017,Fall,Reject,295,TOEFL,95,0.6,%,23
hirenp,University of Texas at Arlington,Management Information System,2017,Fall,Reject,307,TOEFL,84,6.3,CGPA,24
danishanwar,University of Texas at Arlington,Management Information System,2017,Fall,Reject,300,TOEFL,96,0.75,%,60
Rajashekar,University of Texas at Arlington,Management Information System,2017,Fall,Reject,297,TOEFL,79,0.63,%,0
SGC,University of Texas at Arlington,Management Information System,2017,Fall,Reject,305,IELTS,6.5,7.2,CGPA,0
sandeepyadav599,University of Texas at Arlington,Management Information System,2020,Fall,Interested,310,TOEFL,92,5.5,CGPA,0
Arpi99,University of Texas at Arlington,Management Information System,2019,Spring,Interested,281,IELTS,6.5,0.74,%,60
priyabalaji,University of Texas at Arlington,Management Information System,2019,Fall,Interested, ,IELTS,7.5,7.35,CGPA,0
Sravya999,University of Texas at Arlington,Management Information System,2019,Spring,Interested,296,IELTS,6.5,8.34,CGPA,0
Venkateshsivakumar,University of Texas at Arlington,Management Information System,2019,Spring,Interested,296,TOEFL,81,7.37,CGPA,43
SanGoku,University of Texas at Arlington,Management Information System,2019,Spring,Interested,293,TOEFL,91,0.61,%,48
santosh22,University of Texas at Arlington,Management Information System,2018,Spring,Interested, ,IELTS,6,0.65,%,27
Ram1199,University of Texas at Arlington,Management Information System,2019,Spring,Interested,305,IELTS,7,0.62,%,8
mona_sachdev,University of Texas at Austin,Management Information System,2019,Spring,Applied,322,TOEFL,110,7.7,CGPA,40
Anand31,University of Texas at Austin,Management Information System,2018,Fall,Applied,314,TOEFL,0,0.63,%,40
vareddy,University of Texas at Austin,Management Information System,2017,Fall,Applied,328,TOEFL,109,0.62,%,33
garina,University of Texas at Austin,Management Information System,2017,Fall,Applied,319,TOEFL,113,0.78,%,25
Ashwin53,University of Texas at Austin,Management Information System,2017,Spring,Applied,314,TOEFL,101,7.35,CGPA,46
taxi ,University of Texas at Austin,Management Information System,2016,Fall,Applied,314,TOEFL,100,0.6,%,0
Sidaxelrod,University of Texas at Austin,Management Information System,2018,Fall,Applied,322,TOEFL,101,0.59,%,24
lampard,University of Texas at Austin,Management Information System,2016,Fall,Applied,320,TOEFL,100,0.68,%,0
tusharkoul,University of Texas at Austin,Management Information System,2016,Fall,Applied,326,TOEFL,114,8.6,CGPA,36
uvaish,University of Texas at Austin,Management Information System,2016,Fall,Applied,327,TOEFL,113,8,CGPA,0
malhota,University of Texas at Austin,Management Information System,2016,Fall,Applied,299,IELTS,7.5,0.78,%,0
sandeeprayal,University of Texas at Austin,Management Information System,2016,Spring,Applied,295,IELTS,7,0.69,%,0
yogitaravi,University of Texas at Austin,Management Information System,2016,Fall,Applied,330,TOEFL,110,8.32,CGPA,20
adityasingh92,University of Texas at Austin,Management Information System,2016,Fall,Applied,320,TOEFL,102,7,CGPA,30
parthj,University of Texas at Austin,Management Information System,2016,Fall,Applied,304,TOEFL,108,0.7,%,0
omi24,University of Texas at Austin,Management Information System,2017,Fall,Admit, ,TOEFL,105,0.68,%,33
mihir0412,University of Texas at Austin,Management Information System,2018,Fall,Admit,315,TOEFL,110,8.6,CGPA,3
Ankita Tapadia,University of Texas at Austin,Management Information System,2018,Fall,Admit,318,TOEFL,0,0.67,%,16
VLO,University of Texas at Austin,Management Information System,2019,Spring,Admit,311,TOEFL,98,7,CGPA,40
bara,University of Texas at Austin,Management Information System,2018,Fall,Admit,320,TOEFL,108,0.65,%,41
Badgalriri,University of Texas at Austin,Management Information System,2018,Fall,Admit,328,TOEFL,0,7.6,CGPA,0
Triplek,University of Texas at Austin,Management Information System,2018,Fall,Admit,311,TOEFL,102,0.74,%,85
TylerGAT17,University of Texas at Austin,Management Information System,2018,Fall,Admit,311,TOEFL,100,8.2,CGPA,0
Pankajnarcisst,University of Texas at Austin,Management Information System,2018,Fall,Admit,321,TOEFL,104,0.71,%,76
Anuja1011,University of Texas at Austin,Management Information System,2018,Fall,Admit,309,TOEFL,103,0.74,%,13
HubbaHubba,University of Texas at Austin,Management Information System,2018,Fall,Admit,321,TOEFL,104,0.6,%,39
AmanGupta95,University of Texas at Austin,Management Information System,2018,Fall,Admit,324,TOEFL,0,7.85,CGPA,0
Aparna-tamu,University of Texas at Austin,Management Information System,2018,Fall,Admit,314,TOEFL,96,0.77,%,12
RoshniDas,University of Texas at Austin,Management Information System,2018,Fall,Admit,314,IELTS,8,0.77,%,20
gdk4850,University of Texas at Austin,Management Information System,2018,Spring,Admit,324,TOEFL,109,0.75,%,40
Hello Sam,University of Texas at Austin,Management Information System,2018,Fall,Admit,308,IELTS,7.5,0.7,%,84
Shruti1612,University of Texas at Austin,Management Information System,2017,Fall,Admit,316,TOEFL,115,9.3,CGPA,27
Akshat,University of Texas at Austin,Management Information System,2017,Fall,Admit,323,TOEFL,111,9.7,CGPA,2
lipisoni,University of Texas at Austin,Management Information System,2017,Fall,Admit,310,TOEFL,104,0.66,%,52
Zo,University of Texas at Austin,Management Information System,2018,Fall,Reject,305,TOEFL,95,8.54,CGPA,34
Harishb,University of Texas at Austin,Management Information System,2018,Fall,Reject,329,TOEFL,0,0.75,%,144
Varunreddy5,University of Texas at Austin,Management Information System,2018,Fall,Reject,313,TOEFL,97,0.8,%,25
Amit Sachdeva,University of Texas at Austin,Management Information System,2018,Fall,Reject,314,IELTS,0,0.76,%,2
VarunSG,University of Texas at Austin,Management Information System,2018,Fall,Reject,326,TOEFL,113,7.75,CGPA,6
josephnp732,University of Texas at Austin,Management Information System,2018,Fall,Reject,307,TOEFL,0,0.77,%,1
Sidghorawat,University of Texas at Austin,Management Information System,2018,Fall,Reject,311,TOEFL,91,8.44,CGPA,20
Abhikulk,University of Texas at Austin,Management Information System,2017,Fall,Reject,303,TOEFL,95,0.61,%,27
rsinha09,University of Texas at Austin,Management Information System,2016,Fall,Reject,313,TOEFL,103,0.67,%,36
ujjwalvaish,University of Texas at Austin,Management Information System,2016,Fall,Reject,327,TOEFL,113,8,CGPA,30
DaphneDiggory,University of Texas at Austin,Management Information System,2019,Fall,Interested, ,IELTS,6.5,6,CGPA,4
ManeeshMettu,University of Texas at Austin,Management Information System,2019,Fall,Interested,315,TOEFL,112,8.3,CGPA,12
bharathku1995,University of Texas at Austin,Management Information System,2018,Fall,Interested, ,IELTS,7,0.62,%,0
srinivas1708,University of Texas at Austin,Management Information System,2018,Fall,Interested,302,TOEFL,112,8.5,CGPA,12
Namrathan,University of Texas at Austin,Management Information System,2019,Fall,Interested,312,TOEFL,114,0.64,%,22
Sujesh,University of Texas at Austin,Management Information System,2019,Fall,Interested,321,TOEFL,114,7.58,CGPA,38
Siddhu741,University of Texas at Austin,Management Information System,2019,Spring,Interested,324,TOEFL,106,7.49,CGPA,55
aman2129,University of Texas at Austin,Management Information System,2019,Fall,Interested,326,TOEFL,99,8.32,CGPA,12
vaibhav7117,University of Texas at Austin,Management Information System,2019,Fall,Interested,292,TOEFL,77,6,CGPA,10
rohinik,University of Texas at Austin,Management Information System,2019,Fall,Interested,296,TOEFL,100,8.05,CGPA,48
Aashesh,University of Utah,Management Information System,2018,Fall,Applied,308,IELTS,7.5,7.95,CGPA,18
scarstruck4,University of Utah,Management Information System,2017,Fall,Applied,308,TOEFL,101,5.9,CGPA,21
Adi2812,University of Utah,Management Information System,2017,Fall,Applied,311,TOEFL,102,6.34,CGPA,27
swami,University of Utah,Management Information System,2017,Fall,Applied,312,TOEFL,96,7.81,CGPA,44
Surendra4473,University of Utah,Management Information System,2017,Fall,Applied,305,TOEFL,87,0.68,%,60
Romitshah,University of Utah,Management Information System,2017,Fall,Applied,305,TOEFL,101,0.61,%,36
hshaikh,University of Utah,Management Information System,2017,Fall,Applied,312,TOEFL,115,0.73,%,33
mangeetha,University of Utah,Management Information System,2017,Fall,Applied,302,IELTS,6.5,0.69,%,50
Jaiwant,University of Utah,Management Information System,2018,Fall,Admit,301,TOEFL,93,0.84,%,20
deep0903,University of Utah,Management Information System,2018,Fall,Admit,302,IELTS,7.5,0.63,%,32
MAnkeerat,University of Utah,Management Information System,2018,Fall,Admit,300,TOEFL,99,7.14,CGPA,39
gellaa,University of Utah,Management Information System,2018,Fall,Admit, ,IELTS,6.5,0.73,%,37
akhilesh910,University of Utah,Management Information System,2018,Fall,Admit,307,TOEFL,97,0.67,%,48
mohitghodake,University of Utah,Management Information System,2018,Fall,Admit,311,TOEFL,98,7.31,CGPA,25
Snehaw,University of Utah,Management Information System,2018,Fall,Admit,299,TOEFL,97,0.72,%,48
Triplek,University of Utah,Management Information System,2018,Fall,Admit,311,TOEFL,102,0.74,%,85
Avanti Parchand,University of Utah,Management Information System,2018,Fall,Admit,314,TOEFL,99,0.65,%,30
Girih,University of Utah,Management Information System,2018,Fall,Admit,307,TOEFL,101,8.63,CGPA,45
SauravD,University of Utah,Management Information System,2018,Fall,Admit,323,TOEFL,108,7.7,CGPA,0
cmpandya29,University of Utah,Management Information System,2018,Fall,Admit,304,TOEFL,0,7.13,CGPA,38
Prakirn,University of Utah,Management Information System,2018,Fall,Admit,321,TOEFL,104,6.54,CGPA,2
pratzpurohit,University of Utah,Management Information System,2018,Fall,Admit,313,TOEFL,109,0.82,%,25
sammi,University of Utah,Management Information System,2018,Fall,Admit,297,IELTS,0,0.87,%,7
Sukrit07,University of Utah,Management Information System,2018,Fall,Admit,324,TOEFL,109,6.2,CGPA,40
Saikumar91,University of Utah,Management Information System,2018,Fall,Admit,297,TOEFL,81,0.62,%,46
harshu31,University of Utah,Management Information System,2018,Fall,Admit,311,TOEFL,102,9.06,CGPA,11
bara,University of Utah,Management Information System,2018,Fall,Admit,320,TOEFL,108,0.65,%,41
ALI52,University of Utah,Management Information System,2018,Fall,Reject,309,TOEFL,0,6.03,CGPA,28
Mano007,University of Utah,Management Information System,2018,Fall,Reject,307,IELTS,7,0.77,%,28
abhijay22,University of Utah,Management Information System,2018,Fall,Reject,319,TOEFL,101,6.57,CGPA,15
BillaOnline,University of Utah,Management Information System,2017,Fall,Reject,316,TOEFL,94,0.55,%,0
ezhilarasanelec,University of Utah,Management Information System,2017,Fall,Reject,302,TOEFL,99,6.7,CGPA,22
SridharRamesh,University of Utah,Management Information System,2017,Fall,Reject,312,TOEFL,90,8.5,CGPA,30
Anurag K S,University of Utah,Management Information System,2017,Fall,Reject,304,TOEFL,84,0.72,%,18
Megan D'souza ,University of Utah,Management Information System,2017,Fall,Reject,305,TOEFL,102,7.95,CGPA,15
slodh,University of Utah,Management Information System,2017,Fall,Reject,316,TOEFL,96,7.32,CGPA,35
plavie,University of Utah,Management Information System,2017,Fall,Reject,303,TOEFL,93,7.46,CGPA,1
Garvvson,University of Utah,Management Information System,2017,Fall,Reject,297,TOEFL,83,6.15,CGPA,1
mgangrade7,University of Utah,Management Information System,2017,Fall,Reject,299,TOEFL,89,0.69,%,33
Gowrisankar ,University of Utah,Management Information System,2017,Fall,Reject,300,TOEFL,97,0.79,%,58
MugdhaDeshpande,University of Utah,Management Information System,2017,Spring,Reject,309,TOEFL,96,0.65,%,18
bhavesh.bendale,University of Utah,Management Information System,2017,Spring,Reject,302,TOEFL,91,0.64,%,67
Abhiggg,University of Utah,Management Information System,2018,Fall,Interested,314,TOEFL,100,8.5,CGPA,15
priyabalaji,University of Utah,Management Information System,2019,Fall,Interested, ,IELTS,7.5,7.35,CGPA,0
sisirchinferno,University of Utah,Management Information System,2019,Spring,Interested,308,TOEFL,100,6.47,CGPA,38
sonaljain,University of Utah,Management Information System,2019,Spring,Interested,310,TOEFL,99,7.81,CGPA,21
Phalguni,University of Utah,Management Information System,2018,Fall,Interested,295,TOEFL,92,8.28,CGPA,26
tpratik,University of Utah,Management Information System,2018,Fall,Interested,318,TOEFL,113,0.7,%,0
kc shruthi,University of Utah,Management Information System,2018,Fall,Interested,301,TOEFL,99,0.74,%,36
TejashreeAykar,University of Utah,Management Information System,2018,Fall,Interested,298,TOEFL,96,0.67,%,58
Kibria,University of Utah,Management Information System,2018,Fall,Interested,305,TOEFL,88,9,CGPA,40
JShilpa26,University of Utah,Management Information System,2018,Fall,Interested,303,TOEFL,104,0.66,%,36
srishti1995,University of Utah,Management Information System,2018,Fall,Interested,297,TOEFL,88,0.81,%,20
sanjeevmd,University of Utah,Management Information System,2019,Fall,Interested,306,TOEFL,86,6.73,CGPA,7
HubbaHubba,University of Utah,Management Information System,2018,Fall,Interested,321,TOEFL,104,0.6,%,39
shrini16,University of Utah,Management Information System,2018,Fall,Interested,302,TOEFL,96,0.74,%,24
Sanchit123,University of Utah,Management Information System,2018,Fall,Interested,304,TOEFL,93,7.5,CGPA,30
RushilAnand,University of Washington,Management Information System,2018,Fall,Applied,306,TOEFL,103,0.63,%,27
Sai Subhasree,University of Washington,Management Information System,2018,Fall,Applied,319,TOEFL,111,9.6,CGPA,6
ks11,University of Washington,Management Information System,2018,Fall,Applied,324,TOEFL,113,7.9,CGPA,15
abhijay22,University of Washington,Management Information System,2018,Fall,Applied,319,TOEFL,101,6.57,CGPA,15
Jinx,University of Washington,Management Information System,2018,Fall,Applied,319,TOEFL,105,6.8,CGPA,6
OnTop09,University of Washington,Management Information System,2018,Fall,Applied,315,TOEFL,100,0.72,%,43
LeharA,University of Washington,Management Information System,2018,Fall,Applied,310,TOEFL,106,0.76,%,42
aish004,University of Washington,Management Information System,2018,Fall,Applied,306,TOEFL,100,0.78,%,17
Anju1234,University of Washington,Management Information System,2018,Fall,Applied,319,TOEFL,113,0.73,%,26
Shivapriyak,University of Washington,Management Information System,2018,Fall,Applied,317,TOEFL,103,0.79,%,60
ShruthiS,University of Washington,Management Information System,2018,Fall,Applied, ,TOEFL,98,7.13,CGPA,58
ashishiyer,University of Washington,Management Information System,2017,Fall,Applied,321,TOEFL,106,8.16,CGPA,0
amitmahapatra95,University of Washington,Management Information System,2017,Fall,Applied,315,TOEFL,105,7.4,CGPA,2
shaivya,University of Washington,Management Information System,2017,Fall,Applied,328,TOEFL,116,9,CGPA,31
Mervin,University of Washington,Management Information System,2017,Fall,Applied,322,TOEFL,114,8.97,CGPA,0
Sushmit,University of Washington,Management Information System,2017,Fall,Applied,317,TOEFL,109,9.18,CGPA,6
maheshkumar94,University of Washington,Management Information System,2017,Fall,Applied,327,TOEFL,111,7.85,CGPA,18
raviteja2021,University of Washington,Management Information System,2017,Fall,Applied,324,TOEFL,104,7.5,CGPA,20
shettyprithvi,University of Washington,Management Information System,2017,Fall,Applied,323,TOEFL,99,7.24,CGPA,2
DarshG,University of Washington,Management Information System,2018,Fall,Admit,315,TOEFL,101,9.81,CGPA,0
Meenu95,University of Washington,Management Information System,2018,Fall,Admit,323,TOEFL,99,7.38,CGPA,18
Amarjeetcheema,University of Washington,Management Information System,2018,Fall,Admit,316,TOEFL,97,0.7,%,31
Amratansh,University of Washington,Management Information System,2018,Fall,Admit,317,TOEFL,96,9.59,CGPA,0
Samra ,University of Washington,Management Information System,2018,Fall,Admit,316,TOEFL,112,8.48,CGPA,21
Prakirn,University of Washington,Management Information System,2018,Fall,Admit,321,TOEFL,104,6.54,CGPA,2
heenal211,University of Washington,Management Information System,2018,Fall,Admit,313,TOEFL,100,7.65,CGPA,0
Ankeet1406,University of Washington,Management Information System,2018,Fall,Admit,326,TOEFL,111,0.6,%,42
Animesh1990,University of Washington,Management Information System,2018,Fall,Admit,329,TOEFL,114,7.2,CGPA,51
rahulrzende,University of Washington,Management Information System,2018,Fall,Admit,332,TOEFL,116,8.77,CGPA,31
Hardit,University of Washington,Management Information System,2018,Fall,Admit,324,TOEFL,114,8.3,CGPA,30
bara,University of Washington,Management Information System,2018,Fall,Admit,320,TOEFL,108,0.65,%,41
vinnysai,University of Washington,Management Information System,2018,Fall,Admit,330,TOEFL,110,8.4,CGPA,30
kurawadwala,University of Washington,Management Information System,2018,Fall,Admit, ,TOEFL,108,0.68,%,54
Apchin,University of Washington,Management Information System,2017,Fall,Admit,307,TOEFL,99,9,CGPA,36
nebaditanayak,University of Washington,Management Information System,2017,Fall,Admit,320,TOEFL,103,7.85,CGPA,52
himanshua2011,University of Washington,Management Information System,2017,Fall,Admit,313,TOEFL,104,0.67,%,20
sathwik7vk,University of Washington,Management Information System,2017,Fall,Admit,322,TOEFL,109,0.91,%,25
ishabandi,University of Washington,Management Information System,2018,Fall,Reject,319,TOEFL,117,8.44,CGPA,4
MayurDevil,University of Washington,Management Information System,2018,Fall,Reject,319,TOEFL,112,7.52,CGPA,35
KoSanjana,University of Washington,Management Information System,2018,Fall,Reject,305,TOEFL,109,0.86,%,25
noogler,University of Washington,Management Information System,2018,Fall,Reject,315,TOEFL,102,6.76,CGPA,19
theharishkm,University of Washington,Management Information System,2018,Fall,Reject, ,TOEFL,104,8.15,CGPA,33
Himanshi22,University of Washington,Management Information System,2018,Fall,Reject,314,TOEFL,100,0.76,%,41
TheAmerican,University of Washington,Management Information System,2018,Fall,Reject,312,TOEFL,108,0.72,%,67
anadirastogi47,University of Washington,Management Information System,2018,Fall,Reject,315,TOEFL,109,6.72,CGPA,29
Gnanendratr,University of Washington,Management Information System,2018,Fall,Reject,319,TOEFL,105,7.61,CGPA,40
Vedang07,University of Washington,Management Information System,2018,Fall,Reject,317,TOEFL,108,8.2,CGPA,0
Ankita Tapadia,University of Washington,Management Information System,2018,Fall,Reject,318,TOEFL,0,0.67,%,16
Aashay Kedar,University of Washington,Management Information System,2018,Fall,Reject,313,TOEFL,104,7.2,CGPA,19
shivambindal,University of Washington,Management Information System,2018,Fall,Reject,316,TOEFL,101,0.81,%,15
HimanshiM,University of Washington,Management Information System,2018,Fall,Reject,313,TOEFL,109,7.5,CGPA,16
Adyasha1094,University of Washington,Management Information System,2018,Fall,Reject,318,TOEFL,118,8.43,CGPA,30
Asmita10,University of Washington,Management Information System,2018,Fall,Reject,312,TOEFL,110,7.62,CGPA,2
darshit96,University of Washington,Management Information System,2018,Fall,Reject,322,TOEFL,104,8.3,CGPA,0
JaySomaiya,University of Washington,Management Information System,2018,Fall,Reject,317,TOEFL,110,6.93,CGPA,25
Varuntan,University of Washington,Management Information System,2018,Fall,Reject,308,TOEFL,98,0.65,%,25
Tanya13,University of Washington,Management Information System,2018,Fall,Reject,315,TOEFL,112,8.24,CGPA,1
Sujesh,University of Washington,Management Information System,2019,Fall,Interested,321,TOEFL,114,7.58,CGPA,38
MeghaPN,University of Washington,Management Information System,2019,Spring,Interested,303,TOEFL,95,0.75,%,20
snehGajiwala,University of Washington,Management Information System,2019,Fall,Interested,319,TOEFL,104,9.39,CGPA,2
ank251194,University of Washington,Management Information System,2018,Fall,Interested,325,TOEFL,112,8.56,CGPA,18
adipareshshah,University of Washington,Management Information System,2018,Fall,Interested, ,TOEFL,113,0.74,%,60
Kedudesh,University of Washington,Management Information System,2019,Spring,Interested,320,TOEFL,104,8.2,CGPA,1
KAPIL TATHOD,Worcester Polytechnic Institute,Management Information System,2018,Fall,Applied,306,IELTS,7,0.74,%,8
iladdha,Worcester Polytechnic Institute,Management Information System,2017,Fall,Applied,309,TOEFL,93,0.56,%,0
situ95,Worcester Polytechnic Institute,Management Information System,2017,Fall,Applied,306,TOEFL,86,0.62,%,4
MeghaK,Worcester Polytechnic Institute,Management Information System,2017,Fall,Applied,314,TOEFL,99,6.8,CGPA,0
munna463,Worcester Polytechnic Institute,Management Information System,2017,Spring,Applied,306,TOEFL,94,0.73,%,12
ankitm57,Worcester Polytechnic Institute,Management Information System,2016,Fall,Applied,310,TOEFL,94,6,CGPA,6
henilmaniar93,Worcester Polytechnic Institute,Management Information System,2016,Fall,Applied,310,TOEFL,91,0.64,%,6
arunn91,Worcester Polytechnic Institute,Management Information System,2016,Fall,Applied,309,TOEFL,95,0.66,%,30
zeshan,Worcester Polytechnic Institute,Management Information System,2016,Fall,Applied,300,TOEFL,110,7.12,CGPA,0
nishair05,Worcester Polytechnic Institute,Management Information System,2016,Fall,Applied,307,TOEFL,97,6.85,CGPA,30
rj.divakaran,Worcester Polytechnic Institute,Management Information System,2016,Spring,Applied,298,TOEFL,85,0.55,%,20
surajpatil6feet,Worcester Polytechnic Institute,Management Information System,2016,Fall,Applied,306,TOEFL,100,0.55,%,0
dpaulswa,Worcester Polytechnic Institute,Management Information System,2016,Fall,Applied,300,TOEFL,94,8.1,CGPA,29
rocho,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,306,TOEFL,101,6.35,CGPA,1
Rajpatil7,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,301,TOEFL,91,6.3,CGPA,21
pratzpurohit,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,313,TOEFL,109,0.82,%,25
HardikSoni,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,296,TOEFL,93,0.64,%,64
Kabir,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,306,TOEFL,115,0.63,%,16
ohm,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,313,TOEFL,104,6.5,CGPA,1
JayPatel8394,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,297,TOEFL,99,0.56,%,24
Karmveer,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,313,TOEFL,103,8.71,CGPA,26
Shashik,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,312,TOEFL,96,7.53,CGPA,1
Shreya0110,Worcester Polytechnic Institute,Management Information System,2018,Spring,Admit,303,TOEFL,93,0.64,%,2
Ritu155,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,310,TOEFL,104,9.26,CGPA,38
varaddesai,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,305,TOEFL,95,0.67,%,10
batmanj,Worcester Polytechnic Institute,Management Information System,2018,Fall,Admit,310,TOEFL,107,8,CGPA,36
sofiyashaikh,Worcester Polytechnic Institute,Management Information System,2018,Spring,Admit,304,TOEFL,102,0.61,%,26
pradnyachavan,Worcester Polytechnic Institute,Management Information System,2012,Fall,Admit,310,TOEFL,94,0.54,%,0
shivamgta,Worcester Polytechnic Institute,Management Information System,2017,Fall,Admit,309,TOEFL,95,0.68,%,23
Miten16,Worcester Polytechnic Institute,Management Information System,2017,Fall,Admit,307,TOEFL,99,7.31,CGPA,6
Ankit0803,Worcester Polytechnic Institute,Management Information System,2017,Fall,Admit,317,TOEFL,109,6.83,CGPA,2
SagarVasaikar,Worcester Polytechnic Institute,Management Information System,2018,Fall,Reject,299,TOEFL,88,7.95,CGPA,5
Pdhb,Worcester Polytechnic Institute,Management Information System,2017,Fall,Reject,308,TOEFL,99,0.63,%,56
Senor Pete,Worcester Polytechnic Institute,Management Information System,2017,Fall,Reject,288,TOEFL,89,0.55,%,10
TanmaySandav,Worcester Polytechnic Institute,Management Information System,2017,Fall,Reject,302,TOEFL,86,0.65,%,28
keval,Worcester Polytechnic Institute,Management Information System,2016,Fall,Reject,311,TOEFL,95,0.61,%,0
pranil23,Worcester Polytechnic Institute,Management Information System,2016,Fall,Reject,295,TOEFL,90,0.61,%,18
